dataset_type,train_number,train_type,station_sequence,current_delay,current_speed,distance_to_next_station,distance_from_origin,journey_time,station_halt_duration,time_of_day,day_of_week,signal_status,signal_waiting_time,block_status,track_occupancy,section_restriction,construction_active,maintenance_active,engineering_block,temporary_speed_restriction,affected_section,restriction_duration,congestion_level,preceding_train_delay,train_density,previous_station_delay,temperature,humidity,precipitation,rain,showers,weather_code,cloud_cover,visibility,wind_speed,wind_direction,wind_gusts,weather_impact,actual_additional_delay_minutes
SIMULATED TRAINING DATA — PROTOTYPE ONLY,66069,EMU Local,14,4.4,64.3,3.5,26.65,52.4,1.0,15,3,Normal,0.1,Clear,0.13,0,0,0,0,0,0,0,0.59,0.3,1,5.3,30.5,79.8,0.0,0.0,0.0,0,23.6,8848.0,34.0,78,53.3,2,5.8
SIMULATED TRAINING DATA — PROTOTYPE ONLY,43247,EMU Local,4,0.4,11.4,2.0,6.1499999999999995,11.5,0.5,23,2,Normal,0.5,Clear,0.13,0,1,0,0,20,1,101,0.43,1.8,1,1.8,34.9,73.9,1.9,0.6,0.0,61,76.8,5852.0,34.7,138,44.8,1,10.2
SIMULATED TRAINING DATA — PROTOTYPE ONLY,43503,EMU Local,5,2.8,43.5,4.0,8.2,17.6,0.5,23,4,Normal,1.7,Clear,0.21,0,0,1,0,30,1,87,0.18,1.5,1,2.6,33.4,85.7,0.0,0.0,0.0,2,53.1,9635.0,7.8,191,13.0,0,7.6
SIMULATED TRAINING DATA — PROTOTYPE ONLY,43219,EMU Local,21,0.7,55.7,2.4,41.0,74.5,0.5,18,6,Normal,0.6,Clear,0.36,0,0,0,0,0,0,0,0.81,1.8,4,3.1,35.7,77.1,0.0,0.0,0.0,0,36.1,8572.0,12.0,42,15.6,0,2.2
SIMULATED TRAINING DATA — PROTOTYPE ONLY,43249,EMU Local,17,2.2,67.5,2.5,32.8,61.2,1.0,16,1,Normal,2.1,Clear,0.17,0,0,0,0,0,0,0,0.2,0.9,1,0.5,38.9,72.6,0.0,0.0,0.0,0,48.2,8888.0,27.0,338,45.3,2,8.0
SIMULATED TRAINING DATA — PROTOTYPE ONLY,43401,Fast Local,2,7.2,51.6,1.9,2.05,10.9,1.5,15,3,Warning,6.2,Occupied,0.68,0,1,0,0,15,1,33,0.28,0.2,1,8.9,38.7,74.5,0.0,0.0,0.0,0,56.8,5234.0,11.7,159,14.9,0,14.0
SIMULATED TRAINING DATA — PROTOTYPE ONLY,43501,EMU Local,5,17.4,29.1,1.7,8.2,32.2,0.5,11,4,Normal,1.1,Clear,0.4,0,0,0,0,0,0,0,0.39,0.2,1,16.5,28.3,60.4,0.9,0.1,0.0,0,78.9,7859.0,6.6,71,8.3,0,2.4
SIMULATED TRAINING DATA — PROTOTYPE ONLY,43207,EMU Local,4,1.5,31.1,1.9,6.1499999999999995,12.6,1.0,12,4,Normal,0.1,Clear,0.32,0,0,0,0,0,0,0,0.07,0.2,2,1.5,34.5,63.6,0.0,0.0,0.0,0,31.1,7539.0,18.5,50,23.9,0,0.8
SIMULATED TRAINING DATA — PROTOTYPE ONLY,43245,EMU Local,4,3.0,31.5,1.6,6.1499999999999995,14.1,0.5,23,3,Critical,19.9,Restricted,0.62,1,1,1,0,15,1,28,0.29,0.5,2,3.2,24.5,74.6,2.0,1.8,0.0,61,99.1,9250.0,35.6,129,49.3,2,38.8
SIMULATED TRAINING DATA — PROTOTYPE ONLY,43511,EMU Local,6,2.9,46.6,1.5,10.25,21.3,1.0,12,2,Normal,0.6,Clear,0.5,0,0,0,0,0,0,0,0.3,0.6,1,4.5,35.9,79.1,0.0,0.0,0.0,0,44.6,8962.0,37.9,173,54.7,2,7.2
SIMULATED TRAINING DATA — PROTOTYPE ONLY,43403,EMU Local,20,12.4,34.8,3.2,38.949999999999996,82.5,1.0,20,0,Normal,0.2,Clear,0.3,0,0,0,0,0,0,0,0.85,1.1,4,11.1,25.3,68.1,0.0,0.0,0.0,0,52.6,6627.0,21.1,254,31.9,1,2.8
SIMULATED TRAINING DATA — PROTOTYPE ONLY,43203,EMU Local,21,2.6,0.0,2.6,41.0,76.4,0.5,4,3,Warning,2.0,Occupied,0.67,0,0,0,0,0,0,0,0.25,0.5,2,5.2,25.3,69.4,2.7,2.2,0.0,61,87.1,5715.0,25.1,203,34.0,1,3.6
SIMULATED TRAINING DATA — PROTOTYPE ONLY,43251,EMU Local,13,4.8,24.3,3.0,24.599999999999998,49.1,0.5,9,2,Normal,0.6,Clear,0.5,0,0,0,0,0,0,0,0.82,0.3,4,2.2,30.7,67.3,0.0,0.0,0.0,0,42.3,6347.0,16.4,317,23.7,0,3.0
SIMULATED TRAINING DATA — PROTOTYPE ONLY,43505,EMU Local,5,10.2,35.3,2.8,8.2,25.0,1.0,10,1,Normal,0.2,Clear,0.45,0,0,0,0,0,0,0,0.76,0.3,3,10.1,35.2,76.5,0.0,0.0,0.0,0,13.4,9490.0,14.3,265,18.2,0,4.1
SIMULATED TRAINING DATA — PROTOTYPE ONLY,43505,Fast Local,7,1.9,21.6,1.7,12.299999999999999,24.0,1.5,12,2,Normal,0.4,Clear,0.28,0,1,0,0,15,1,106,0.57,1.2,2,2.6,27.7,72.0,0.0,0.0,0.0,0,57.1,6925.0,35.7,11,53.9,2,12.7
SIMULATED TRAINING DATA — PROTOTYPE ONLY,43219,Fast Local,20,9.3,23.8,1.2,38.949999999999996,79.4,1.5,13,4,Normal,0.2,Clear,0.27,0,0,0,0,0,0,0,0.21,0.4,1,10.5,29.4,79.4,0.0,0.0,0.0,0,30.7,9648.0,28.7,123,48.1,2,4.9
SIMULATED TRAINING DATA — PROTOTYPE ONLY,43213,EMU Local,1,10.0,72.8,1.8,0.0,10.0,1.0,7,6,Normal,0.8,Clear,0.14,0,0,0,0,0,0,0,0.15,1.1,2,8.3,28.2,64.6,0.0,0.0,0.0,0,19.3,6936.0,12.3,177,17.1,0,0.0
SIMULATED TRAINING DATA — PROTOTYPE ONLY,43201,EMU Local,14,10.7,41.9,2.2,26.65,58.7,0.5,19,6,Normal,0.2,Clear,0.47,0,0,0,0,0,0,0,0.77,1.1,5,8.3,32.1,71.3,25.6,24.3,3.0,65,70.9,1767.0,13.2,291,19.6,2,7.0
SIMULATED TRAINING DATA — PROTOTYPE ONLY,43435,Fast Local,4,1.3,36.2,2.8,6.1499999999999995,12.4,0.5,15,1,Normal,0.4,Clear,0.44,0,0,0,0,0,0,0,0.44,1.7,2,2.9,35.2,90.1,0.0,0.0,0.0,2,14.5,6456.0,28.7,44,45.6,2,8.5
SIMULATED TRAINING DATA — PROTOTYPE ONLY,43501,Fast Local,17,2.0,52.0,2.1,32.8,61.0,1.0,12,6,Normal,0.0,Clear,0.22,0,0,1,0,15,1,17,0.14,0.2,2,2.3,31.6,96.4,0.0,0.0,0.0,2,42.9,7095.0,18.1,173,29.3,0,8.6
SIMULATED TRAINING DATA — PROTOTYPE ONLY,43511,EMU Local,21,8.2,59.2,3.9,41.0,82.0,0.5,6,1,Warning,4.3,Occupied,0.87,0,1,0,0,30,1,90,0.08,0.1,1,5.9,29.0,69.2,0.0,0.0,0.0,0,53.9,6575.0,21.3,80,30.6,1,11.9
SIMULATED TRAINING DATA — PROTOTYPE ONLY,43511,MEMU,14,1.8,75.0,1.8,26.65,49.8,1.0,12,0,Warning,2.5,Occupied,0.94,0,1,0,0,30,1,50,0.51,2.2,2,1.2,37.6,87.8,0.8,0.5,0.0,2,81.5,9952.0,31.7,163,52.6,2,14.1
SIMULATED TRAINING DATA — PROTOTYPE ONLY,43435,EMU Local,16,3.7,67.6,2.5,30.749999999999996,59.0,0.5,20,0,Warning,5.4,Occupied,0.83,0,0,0,1,0,1,25,0.81,2.3,5,2.8,35.6,87.2,1.8,1.5,0.0,61,72.0,7130.0,27.7,169,42.4,1,14.0
SIMULATED TRAINING DATA — PROTOTYPE ONLY,43251,MEMU,14,0.5,48.5,1.7,26.65,48.5,0.5,17,3,Warning,6.5,Occupied,0.64,0,0,0,0,0,0,0,0.82,1.3,4,1.9,28.4,81.8,0.0,0.0,0.0,0,22.9,9051.0,36.2,351,50.1,2,16.6
SIMULATED TRAINING DATA — PROTOTYPE ONLY,66069,Fast Local,16,0.2,19.0,2.3,30.749999999999996,55.6,0.5,8,6,Normal,0.2,Clear,0.2,0,0,1,0,30,1,20,0.56,1.3,1,0.0,27.9,50.7,3.0,2.0,0.0,61,76.9,5789.0,32.4,87,50.2,2,13.2
SIMULATED TRAINING DATA — PROTOTYPE ONLY,43403,EMU Local,20,2.1,27.0,2.0,38.949999999999996,72.2,1.5,4,2,Warning,5.5,Occupied,0.92,0,1,0,0,15,1,90,0.27,1.8,1,1.9,29.9,55.0,0.0,0.0,0.0,0,42.5,5490.0,13.7,340,22.3,0,14.2
SIMULATED TRAINING DATA — PROTOTYPE ONLY,43245,Fast Local,8,3.5,36.0,2.0,14.349999999999998,29.3,0.5,4,3,Normal,0.4,Clear,0.16,0,0,0,0,0,0,0,0.12,0.6,2,3.2,35.4,65.9,5.8999999999999995,5.8,2.3,63,87.8,9487.0,23.3,351,35.8,1,2.6
SIMULATED TRAINING DATA — PROTOTYPE ONLY,43207,EMU Local,3,2.0,49.6,1.7,4.1,9.4,1.0,6,0,Normal,0.2,Clear,0.37,0,0,0,0,0,0,0,0.44,4.2,2,4.0,21.1,66.0,3.4,2.5,0.0,61,75.0,6986.0,13.7,53,21.3,0,2.6
SIMULATED TRAINING DATA — PROTOTYPE ONLY,43501,Fast Local,19,3.4,43.4,2.2,36.9,69.8,1.0,12,4,Normal,0.6,Clear,0.23,0,0,0,0,0,0,0,0.24,1.8,1,4.5,36.7,61.0,9.1,8.0,1.8,63,76.3,8585.0,15.3,14,21.6,1,3.8
SIMULATED TRAINING DATA — PROTOTYPE ONLY,43423,EMU Local,1,2.9,19.9,2.6,0.0,2.9,1.5,9,0,Normal,1.1,Clear,0.11,0,1,0,0,30,1,91,0.76,2.9,4,3.7,30.1,78.7,0.0,0.0,0.0,0,52.2,7110.0,29.6,158,49.0,2,11.7
SIMULATED TRAINING DATA — PROTOTYPE ONLY,43511,MEMU,2,4.6,17.2,1.5,2.05,8.3,0.5,12,2,Warning,4.1,Occupied,0.91,0,0,0,0,0,0,0,0.51,0.4,2,4.8,26.6,79.3,14.6,14.5,3.4,63,99.9,9062.0,17.7,18,23.0,1,8.0
SIMULATED TRAINING DATA — PROTOTYPE ONLY,43203,EMU Local,15,4.2,45.9,2.1,28.699999999999996,55.9,1.0,7,4,Normal,0.3,Clear,0.36,0,0,1,0,20,1,23,0.2,0.3,1,4.4,32.1,93.5,0.0,0.0,0.0,2,17.5,8065.0,20.8,201,33.6,1,9.1
SIMULATED TRAINING DATA — PROTOTYPE ONLY,43237,EMU Local,10,2.2,43.8,2.4,18.45,35.4,2.0,23,6,Normal,0.5,Clear,0.2,0,0,0,0,0,0,0,0.34,1.0,2,1.1,32.6,64.7,0.0,0.0,0.0,0,29.2,8623.0,27.1,72,41.0,1,3.9
SIMULATED TRAINING DATA — PROTOTYPE ONLY,43511,EMU Local,18,2.2,38.9,2.5,34.849999999999994,64.9,0.5,22,3,Normal,0.4,Clear,0.35,0,0,0,0,0,0,0,0.48,0.1,1,3.2,35.0,64.2,0.0,0.0,0.0,0,19.5,8813.0,18.6,115,25.2,0,1.8
SIMULATED TRAINING DATA — PROTOTYPE ONLY,43239,Fast Local,14,0.6,49.2,3.2,26.65,48.6,1.0,8,3,Normal,0.0,Clear,0.27,0,0,0,0,0,0,0,0.78,3.1,3,0.1,36.1,74.2,0.0,0.0,0.0,0,24.3,5870.0,19.3,61,27.1,0,2.9
SIMULATED TRAINING DATA — PROTOTYPE ONLY,43249,MEMU,17,2.9,60.7,2.4,32.8,61.9,0.5,8,0,Warning,4.2,Occupied,0.81,0,0,0,0,0,0,0,0.42,5.8,1,1.4,32.9,56.5,0.0,0.0,0.0,0,45.5,6773.0,16.4,224,25.0,0,7.0
SIMULATED TRAINING DATA — PROTOTYPE ONLY,43245,Fast Local,13,3.5,46.7,1.9,24.599999999999998,47.8,0.5,17,0,Critical,8.4,Restricted,0.93,1,0,0,0,0,0,0,0.83,5.1,4,3.3,33.5,94.4,0.0,0.0,0.0,2,38.0,6582.0,20.0,303,28.4,0,17.0
SIMULATED TRAINING DATA — PROTOTYPE ONLY,43207,Fast Local,1,2.6,27.9,1.8,0.0,2.6,0.5,13,6,Normal,0.4,Clear,0.22,0,0,0,1,0,1,67,0.38,1.5,1,2.6,31.8,67.7,0.0,0.0,0.0,0,29.9,8077.0,31.0,177,43.4,1,8.1
SIMULATED TRAINING DATA — PROTOTYPE ONLY,43227,EMU Local,5,1.6,70.7,1.8,8.2,16.4,1.0,19,5,Normal,0.5,Clear,0.16,0,0,0,0,0,0,0,0.47,1.9,2,3.2,34.2,71.0,0.0,0.0,0.0,0,42.3,5255.0,24.6,350,31.7,1,4.3
SIMULATED TRAINING DATA — PROTOTYPE ONLY,43423,EMU Local,13,5.1,39.4,1.7,24.599999999999998,49.4,1.0,9,3,Normal,0.1,Clear,0.24,0,1,0,0,15,1,24,0.73,5.8,3,6.1,29.1,73.6,0.0,0.0,0.0,0,10.0,5799.0,7.2,151,12.0,0,11.5
SIMULATED TRAINING DATA — PROTOTYPE ONLY,43409,EMU Local,14,0.3,42.7,2.2,26.65,48.3,0.5,23,6,Warning,6.7,Occupied,1.0,0,1,0,0,20,1,63,0.21,0.3,1,0.0,29.9,70.2,0.0,0.0,0.0,0,53.9,5012.0,8.3,321,12.7,0,11.9
SIMULATED TRAINING DATA — PROTOTYPE ONLY,43205,EMU Local,3,9.8,32.2,2.4,4.1,17.2,1.0,17,3,Normal,0.2,Clear,0.4,0,0,0,0,0,0,0,0.19,0.4,1,11.0,25.2,68.7,0.0,0.0,0.0,0,29.7,6946.0,5.4,261,9.0,0,0.0
SIMULATED TRAINING DATA — PROTOTYPE ONLY,43203,EMU Local,15,0.1,25.9,2.6,28.699999999999996,51.8,0.5,21,1,Critical,13.0,Restricted,0.93,1,0,0,0,0,0,0,0.4,1.5,1,0.0,38.1,98.0,10.5,9.6,1.3,63,74.1,7195.0,11.7,288,16.5,1,21.0
SIMULATED TRAINING DATA — PROTOTYPE ONLY,43219,EMU Local,19,13.1,27.1,2.5,36.9,79.5,1.0,12,2,Normal,0.1,Clear,0.37,0,0,0,0,0,0,0,0.27,0.8,1,13.6,29.0,73.0,0.0,0.0,0.0,0,15.9,5898.0,12.4,249,20.7,0,0.3
SIMULATED TRAINING DATA — PROTOTYPE ONLY,43501,EMU Local,17,2.5,23.8,2.8,32.8,61.5,2.0,10,1,Warning,5.7,Occupied,0.8,0,0,0,0,0,0,0,0.71,4.6,5,1.7,35.8,77.8,0.0,0.0,0.0,0,47.9,5857.0,7.4,183,10.7,0,10.7
SIMULATED TRAINING DATA — PROTOTYPE ONLY,43435,EMU Local,3,2.1,0.0,1.7,4.1,9.5,0.5,21,1,Normal,0.8,Clear,0.19,0,0,0,0,0,0,0,0.29,0.5,1,0.4,36.5,66.1,0.0,0.0,0.0,0,59.8,7140.0,27.8,50,43.9,1,3.6
SIMULATED TRAINING DATA — PROTOTYPE ONLY,43409,EMU Local,16,1.2,39.7,3.1,30.749999999999996,56.6,1.0,13,3,Normal,0.9,Clear,0.31,0,0,0,0,0,0,0,0.37,0.7,1,0.0,25.3,79.4,0.0,0.0,0.0,0,48.3,6245.0,28.1,322,39.0,1,4.0
SIMULATED TRAINING DATA — PROTOTYPE ONLY,43207,EMU Local,14,0.0,58.5,1.7,26.65,48.0,1.0,5,5,Normal,0.5,Clear,0.22,0,0,0,0,0,0,0,0.45,0.5,2,1.8,32.0,72.4,0.0,0.0,0.0,0,17.0,5371.0,22.5,160,37.1,1,2.8
SIMULATED TRAINING DATA — PROTOTYPE ONLY,43201,Fast Local,12,1.3,27.2,2.3,22.549999999999997,41.9,1.0,16,6,Warning,4.5,Occupied,0.73,0,0,0,0,0,0,0,0.29,1.0,1,1.8,34.1,75.0,11.1,6.0,2.5,63,88.7,9610.0,26.3,3,38.5,1,7.7
SIMULATED TRAINING DATA — PROTOTYPE ONLY,43203,MEMU,12,0.5,75.0,2.0,22.549999999999997,41.1,0.5,9,6,Warning,4.0,Occupied,0.87,0,0,0,0,0,0,0,0.96,1.7,5,1.0,29.3,77.7,0.0,0.0,0.0,0,39.2,9327.0,34.4,165,44.7,1,10.3
SIMULATED TRAINING DATA — PROTOTYPE ONLY,43251,Fast Local,11,4.3,62.8,2.1,20.5,41.2,0.5,12,2,Normal,0.7,Clear,0.16,0,0,0,0,0,0,0,0.34,0.9,2,5.5,26.0,82.6,0.0,0.0,0.0,0,53.3,5263.0,12.7,262,18.0,0,2.4
SIMULATED TRAINING DATA — PROTOTYPE ONLY,43237,EMU Local,17,1.5,41.7,2.5,32.8,60.5,1.0,23,3,Normal,0.6,Clear,0.33,0,0,0,0,0,0,0,0.57,0.1,1,1.2,37.4,80.4,0.0,0.0,0.0,0,31.1,6026.0,20.0,40,26.5,0,1.4
SIMULATED TRAINING DATA — PROTOTYPE ONLY,43213,EMU Local,8,5.8,25.3,1.2,14.349999999999998,31.6,0.5,11,1,Critical,13.0,Restricted,0.74,1,1,0,0,30,1,104,0.18,0.8,1,7.5,34.1,71.7,5.6,4.6,0.0,61,86.5,8533.0,18.5,71,29.0,1,23.6
SIMULATED TRAINING DATA — PROTOTYPE ONLY,43251,MEMU,17,0.9,18.0,1.6,32.8,59.9,0.5,13,1,Critical,8.7,Restricted,0.96,1,0,0,1,0,1,65,0.23,0.6,1,0.6,31.7,72.1,22.099999999999998,21.9,1.5,65,78.2,3051.0,32.1,138,39.4,2,20.5
SIMULATED TRAINING DATA — PROTOTYPE ONLY,43237,EMU Local,21,9.2,40.3,2.5,41.0,83.0,1.0,19,6,Normal,0.6,Clear,0.25,0,0,0,0,0,0,0,0.71,3.4,3,5.4,27.3,58.7,6.1,4.8,0.0,61,76.0,9595.0,15.1,118,19.7,1,6.6
SIMULATED TRAINING DATA — PROTOTYPE ONLY,43213,EMU Local,20,3.0,43.0,2.1,38.949999999999996,73.1,0.5,18,6,Normal,1.4,Clear,0.15,0,0,1,0,15,1,25,0.68,0.7,2,4.9,27.4,69.9,11.799999999999999,10.6,1.4,63,76.6,5075.0,17.3,4,23.2,1,13.8
SIMULATED TRAINING DATA — PROTOTYPE ONLY,43209,EMU Local,11,0.5,38.9,1.9,20.5,37.4,1.0,16,3,Normal,0.7,Clear,0.36,0,1,0,0,20,1,17,0.05,0.3,2,0.0,32.2,73.3,0.0,0.0,0.0,0,49.1,7686.0,11.3,75,18.8,0,7.5
SIMULATED TRAINING DATA — PROTOTYPE ONLY,43215,EMU Local,2,2.0,58.0,1.4,2.05,5.7,0.5,21,0,Warning,2.1,Occupied,0.89,0,0,1,0,20,1,75,0.17,1.2,1,1.7,29.6,83.0,0.0,0.0,0.0,0,23.9,7008.0,6.0,158,8.1,0,7.0
SIMULATED TRAINING DATA — PROTOTYPE ONLY,43401,EMU Local,10,0.9,64.5,2.0,18.45,34.1,1.0,9,0,Normal,0.4,Clear,0.37,0,1,0,0,30,1,108,0.82,1.6,4,1.8,32.4,43.6,0.0,0.0,0.0,0,38.5,7385.0,34.4,339,48.3,2,11.6
SIMULATED TRAINING DATA — PROTOTYPE ONLY,43221,EMU Local,10,0.9,49.1,2.5,18.45,34.1,2.0,23,3,Normal,0.2,Clear,0.32,0,1,0,0,20,1,96,0.62,0.2,1,0.0,33.0,75.7,5.0,3.4,0.0,61,91.8,8624.0,31.6,142,53.6,2,14.7
SIMULATED TRAINING DATA — PROTOTYPE ONLY,43205,EMU Local,11,2.8,49.9,1.8,20.5,39.7,2.0,12,4,Normal,0.6,Clear,0.4,0,0,0,0,0,0,0,0.59,1.5,1,2.6,29.7,62.7,0.0,0.0,0.0,0,27.5,5138.0,31.3,320,51.4,2,9.0
SIMULATED TRAINING DATA — PROTOTYPE ONLY,43227,EMU Local,6,4.5,37.3,2.9,10.25,23.0,0.5,21,4,Normal,0.6,Clear,0.11,0,0,0,0,0,0,0,0.19,0.7,2,4.3,38.3,81.3,0.0,0.0,0.0,0,31.6,8110.0,13.6,289,22.0,0,0.7
SIMULATED TRAINING DATA — PROTOTYPE ONLY,43223,EMU Local,4,9.7,41.9,2.7,6.1499999999999995,20.8,1.5,10,0,Normal,0.6,Clear,0.48,0,0,0,0,0,0,0,0.94,3.0,5,10.8,28.5,87.9,0.0,0.0,0.0,2,17.2,9179.0,9.5,86,12.1,0,3.7
SIMULATED TRAINING DATA — PROTOTYPE ONLY,43213,MEMU,12,2.8,48.2,1.9,22.549999999999997,43.4,0.5,8,2,Normal,1.5,Clear,0.19,0,1,0,0,15,1,94,0.43,3.4,1,3.4,27.7,71.4,0.0,0.0,0.0,0,31.0,8523.0,24.8,89,33.0,1,14.3
SIMULATED TRAINING DATA — PROTOTYPE ONLY,43249,EMU Local,11,13.5,37.2,1.7,20.5,50.4,0.5,14,5,Normal,0.2,Clear,0.15,0,0,0,0,0,0,0,0.24,2.1,2,11.9,33.2,89.2,0.0,0.0,0.0,2,51.3,6838.0,20.6,81,25.5,0,1.5
SIMULATED TRAINING DATA — PROTOTYPE ONLY,43511,EMU Local,13,11.4,51.9,1.0,24.599999999999998,55.7,1.0,16,1,Warning,6.9,Occupied,0.71,0,0,1,0,20,1,55,0.11,0.4,1,10.6,33.4,82.4,0.0,0.0,0.0,0,54.0,5925.0,13.1,186,19.9,0,11.2
SIMULATED TRAINING DATA — PROTOTYPE ONLY,43215,Fast Local,5,8.0,26.2,1.5,8.2,22.8,2.0,6,6,Critical,10.4,Restricted,0.63,1,0,0,0,0,0,0,0.53,1.9,2,6.7,27.5,73.7,0.0,0.0,0.0,0,41.7,8573.0,30.6,294,46.9,2,20.0
SIMULATED TRAINING DATA — PROTOTYPE ONLY,66069,EMU Local,6,2.8,31.0,1.4,10.25,21.2,2.0,4,2,Normal,0.1,Clear,0.41,0,0,0,1,0,1,19,0.05,0.0,2,0.6,30.1,52.8,0.0,0.0,0.0,0,33.4,6812.0,9.9,86,16.8,0,3.0
SIMULATED TRAINING DATA — PROTOTYPE ONLY,43403,EMU Local,1,0.6,26.3,1.2,0.0,0.6,0.5,7,6,Normal,0.6,Clear,0.14,0,1,0,0,15,1,83,0.17,0.3,2,0.0,25.3,76.6,0.0,0.0,0.0,0,20.3,8998.0,32.1,69,46.7,2,12.5
SIMULATED TRAINING DATA — PROTOTYPE ONLY,43505,EMU Local,6,1.0,32.0,2.1,10.25,19.4,1.0,22,0,Normal,1.0,Clear,0.42,0,1,0,0,15,1,38,0.36,0.5,2,2.8,29.2,62.1,0.0,0.0,0.0,0,32.8,5133.0,35.9,43,46.1,2,13.3
SIMULATED TRAINING DATA — PROTOTYPE ONLY,43403,EMU Local,18,4.2,37.7,2.3,34.849999999999994,66.9,1.0,21,3,Warning,6.0,Occupied,0.98,0,1,0,0,30,1,92,0.8,1.2,4,4.7,34.7,37.7,0.0,0.0,0.0,0,50.3,5057.0,29.5,273,36.5,1,14.8
SIMULATED TRAINING DATA — PROTOTYPE ONLY,43501,EMU Local,9,2.2,57.4,3.2,16.4,31.7,0.5,9,4,Warning,4.6,Occupied,0.86,0,0,0,0,0,0,0,0.73,3.3,4,2.7,26.3,58.8,9.4,8.1,1.5,63,77.8,7460.0,27.2,211,34.6,1,10.6
SIMULATED TRAINING DATA — PROTOTYPE ONLY,43511,MEMU,15,0.6,42.6,2.1,28.699999999999996,52.3,1.0,13,0,Normal,0.2,Clear,0.49,0,0,0,0,0,0,0,0.57,1.3,1,0.0,27.1,88.2,0.0,0.0,0.0,2,50.1,5583.0,16.6,299,23.4,0,1.9
SIMULATED TRAINING DATA — PROTOTYPE ONLY,43223,EMU Local,8,2.6,22.7,1.0,14.349999999999998,28.4,0.5,10,2,Warning,4.2,Occupied,0.67,0,0,0,1,0,1,103,0.62,1.5,1,0.3,28.2,73.6,0.0,0.0,0.0,0,10.2,9126.0,10.6,231,16.2,0,8.3
SIMULATED TRAINING DATA — PROTOTYPE ONLY,43219,EMU Local,19,0.1,21.0,1.7,36.9,66.5,0.5,15,2,Normal,0.0,Clear,0.3,0,0,0,0,0,0,0,0.05,0.0,1,0.8,36.1,86.7,0.0,0.0,0.0,2,27.4,5417.0,12.3,144,17.2,0,0.0
SIMULATED TRAINING DATA — PROTOTYPE ONLY,43215,EMU Local,16,5.3,35.8,2.5,30.749999999999996,60.6,1.0,11,5,Normal,0.5,Clear,0.4,0,0,0,0,0,0,0,0.43,0.3,2,6.5,35.5,90.9,0.0,0.0,0.0,2,59.5,9737.0,16.5,310,25.1,0,1.3
SIMULATED TRAINING DATA — PROTOTYPE ONLY,43245,EMU Local,6,0.3,54.5,2.1,10.25,18.8,0.5,16,6,Normal,0.6,Clear,0.27,0,0,0,0,0,0,0,0.06,0.1,2,0.5,23.1,75.3,0.0,0.0,0.0,0,55.6,6409.0,20.1,35,26.8,0,0.6
SIMULATED TRAINING DATA — PROTOTYPE ONLY,43219,EMU Local,6,4.0,63.0,2.6,10.25,22.4,0.5,21,0,Warning,2.1,Occupied,0.64,0,0,0,0,0,0,0,0.14,0.0,1,4.9,24.4,65.1,16.2,12.9,2.2,63,72.2,9376.0,35.0,176,44.0,1,4.8
SIMULATED TRAINING DATA — PROTOTYPE ONLY,43401,EMU Local,3,6.3,18.1,1.8,4.1,13.7,0.5,17,1,Normal,0.6,Clear,0.14,0,0,0,0,0,0,0,0.67,0.4,2,5.9,31.9,59.3,15.9,15.0,4.0,63,99.2,6377.0,19.3,55,25.6,1,4.6
SIMULATED TRAINING DATA — PROTOTYPE ONLY,43245,EMU Local,10,0.6,47.6,2.8,18.45,33.8,1.0,14,2,Critical,14.9,Restricted,0.95,1,0,0,0,0,0,0,0.29,1.7,2,0.7,25.1,71.2,0.0,0.0,0.0,0,45.4,7043.0,35.0,315,46.3,2,23.8
SIMULATED TRAINING DATA — PROTOTYPE ONLY,43435,EMU Local,1,2.9,36.0,2.2,0.0,2.9,0.5,13,1,Warning,3.1,Occupied,0.85,0,0,0,0,0,0,0,0.45,0.9,1,2.0,36.3,61.3,0.0,0.0,0.0,0,59.0,6048.0,13.0,2,16.5,0,4.4
SIMULATED TRAINING DATA — PROTOTYPE ONLY,66069,EMU Local,14,6.0,37.1,2.3,26.65,54.0,0.5,9,1,Normal,1.6,Clear,0.16,0,0,0,0,0,0,0,0.64,8.4,1,6.5,22.7,58.4,0.0,0.0,0.0,0,11.5,5245.0,31.8,301,43.4,1,7.5
SIMULATED TRAINING DATA — PROTOTYPE ONLY,43201,EMU Local,4,1.2,26.0,2.2,6.1499999999999995,12.3,1.0,16,6,Normal,0.3,Clear,0.24,0,1,0,0,15,1,56,0.39,0.0,2,1.0,28.5,64.2,0.0,0.0,0.0,0,23.8,7981.0,26.0,315,40.5,1,12.7
SIMULATED TRAINING DATA — PROTOTYPE ONLY,43501,MEMU,12,0.7,38.7,1.6,22.549999999999997,41.3,0.5,13,3,Normal,0.4,Clear,0.18,0,0,0,0,0,0,0,0.2,1.8,2,1.4,32.3,68.8,0.0,0.0,0.0,0,59.8,9028.0,11.5,288,16.0,0,2.4
SIMULATED TRAINING DATA — PROTOTYPE ONLY,43409,EMU Local,6,1.6,25.4,2.1,10.25,20.0,1.5,15,0,Warning,5.2,Occupied,0.64,0,0,0,0,0,0,0,0.11,0.4,1,2.5,37.4,69.1,0.0,0.0,0.0,0,40.2,8650.0,9.2,336,14.8,0,5.7
SIMULATED TRAINING DATA — PROTOTYPE ONLY,43205,EMU Local,11,3.2,38.0,2.3,20.5,40.1,0.5,4,0,Normal,2.1,Clear,0.16,0,0,0,0,0,0,0,0.16,0.5,2,2.8,31.5,70.9,8.600000000000001,5.4,2.8,63,80.2,9853.0,5.1,25,8.2,1,1.7
